M_SIGLAUNIVOCA;M_SIGLAAZ;DESCRIZIONE;NOMEBREVE;COORDX;COORDY;TIPO;COMUNE;LOCALITA;STAMPAPERORARIO;IDDISEGNO;FR;SOPPRESSA;STALLO
RE339502;339502;CAMPOGRANDE - INC. RIPAROTONDA;NULL;615401,236;906285,257;2;NULL;NULL;S;628515401;S;N;NULL
RE339503;339503;FEBBIO - TABACCHERIA;NULL;614372,438;906994,812;2;NULL;NULL;S;699414372;S;N;NULL
RE339504;339504;FEBBIO;NULL;614282,312;906969,562;2;NULL;NULL;S;696914282;S;N;NULL
RE339506;339506;RONCOPIANIGI;NULL;613682,562;907206,812;5;NULL;NULL;S;720613682;S;N;NULL
RE339507;339507;CASE BALOCCHI - INC. FEBBIO;NULL;616196,206;906100,879;2;NULL;NULL;S;610016196;S;N;NULL
RE339508;339508;FEBBIO - INC. VIA LAGO GRANDE;NULL;614189,928;907035,134;2;NULL;NULL;S;703514189;S;N;NULL
RE339509;339509;FEBBIO - INC. VIA DEL VIVAIO;NULL;614494,64;906781,604;2;NULL;NULL;S;678114494;S;N;NULL
RE340001;340001;VALLISNERA DI SOTTO;NULL;601234;912922,5;2;NULL;NULL;S;292201234;S;N;NULL
RE340002;340002;VALLISNERA - INC. VIA BUIOLI;NULL;601051,191;912907,631;2;NULL;NULL;S;290701051;S;N;NULL
RE340003;340003;VALLISNERA - CIMITERO;NULL;600923,831;913061,178;2;NULL;NULL;S;306100923;S;N;NULL
RE340004;340004;VALLISNERA;NULL;600706,384;913278,73;5;NULL;NULL;S;327800706;S;N;NULL
RE340101;340101;VALBONA;NULL;599515,031;911942,599;5;NULL;NULL;S;194299515;S;N;NULL
RE340501;340501;VALLISNERA DI SOTTO;NULL;601215,846;912922,312;2;NULL;NULL;S;292201215;S;N;NULL
RE340502;340502;VALLISNERA - INC. VIA BUIOLI;NULL;601057,125;912895,562;2;NULL;NULL;S;289501057;S;N;NULL
RE340503;340503;VALLISNERA - CIMITERO;NULL;600937,25;913048,75;2;NULL;NULL;S;304800937;S;N;NULL
RE341003;341003;PRATO - INC. VIA DELLA TECNICA;NULL;637232,25;952449,25;5;186;Correggio;S;244937232;S;N;NULL
RE341004;341004;PRATO - INC. GAZZATA;NULL;637576,522;952573,82;2;186;Correggio;S;257337576;S;N;NULL
RE341005;341005;PRATO;NULL;638259,052;953012,676;2;186;Correggio;S;301238259;S;N;NULL
RE341006;341006;PRATO - INC. LEMIZZONE;NULL;638527,188;953315,688;2;186;Correggio;S;331538527;S;N;NULL
RE341007;341007;PRATO - VIA ERBOSA;NULL;638592,75;953870,812;2;186;Correggio;S;387038592;S;N;NULL
RE341008;341008;LEMIZZONE - CASE NUOVE;NULL;638703,812;954351,938;2;186;Correggio;S;435138703;S;N;NULL
RE341009;341009;LEMIZZONE - VIA ERBOSA;NULL;638732,037;954884,341;2;186;Correggio;S;488438732;S;N;NULL
RE341010;341010;LEMIZZONE;NULL;639042,736;955088,202;2;186;Correggio;S;508839042;S;N;NULL
RE341011;341011;LEMIZZONE - CHIESOLINO;NULL;639577,25;955006,938;2;186;Correggio;S;500639577;S;N;NULL
RE341012;341012;LEMIZZONE - INC. FAZZANO;NULL;640522,472;955196,543;2;186;Correggio;S;519640522;S;N;NULL
RE341013;341013;S. MARTINO IN RIO - INC. VIA GARIBALDI;NULL;641012,973;955216,386;2;117;San Martino In Rio;S;521641012;S;N;NULL
RE341014;341014;S. MARTINO IN RIO;NULL;641770,125;955406,75;5;117;San Martino In Rio;S;540641770;S;N;NULL
RE341015;341015;S. MARTINO IN RIO - VIA ROMA;NULL;641473,562;955099,688;5;117;San Martino In Rio;S;509941473;S;N;NULL
RE341017;341017;FAZZANO;NULL;639901,506;956541,575;1;186;Correggio;S;654139901;S;N;NULL
RE341503;341503;PRATO - INC. VIA DELLA TECNICA;NULL;637240,766;952465,985;2;186;Correggio;S;246537240;S;N;NULL
RE341504;341504;PRATO - INC. GAZZATA;NULL;637587,631;952587,707;2;186;Correggio;S;258737587;S;N;NULL
RE341505;341505;PRATO;NULL;638244,209;953021,641;2;186;Correggio;S;302138244;S;N;NULL
RE341506;341506;PRATO - INC. LEMIZZONE;NULL;638514,938;953276,312;2;186;Correggio;S;327638514;S;N;NULL
RE341507;341507;PRATO - VIA ERBOSA;NULL;638583,25;953862,25;2;186;Correggio;S;386238583;S;N;NULL
RE341508;341508;LEMIZZONE - CASE NUOVE;NULL;638687,56;954381,412;2;186;Correggio;S;438138687;S;N;NULL
RE341509;341509;LEMIZZONE - VIA ERBOSA;NULL;638726,298;954885,451;2;186;Correggio;S;488538726;S;N;NULL
RE341510;341510;LEMIZZONE;NULL;639042,921;955095,978;2;186;Correggio;S;509539042;S;N;NULL
RE341511;341511;LEMIZZONE - CHIESOLINO;NULL;639663,883;955009,273;5;186;Correggio;S;500939663;S;N;NULL
RE341512;341512;LEMIZZONE - INC. FAZZANO;NULL;640595,872;955232,649;2;117;San Martino In Rio;S;523240595;S;N;NULL
RE341513;341513;S. MARTINO IN RIO - INC. VIA GARIBALDI;NULL;640989,309;955232,125;2;117;San Martino In Rio;S;523240989;S;N;NULL
RE341515;341515;S. MARTINO IN RIO - VIA ROMA;NULL;641371,967;955167,843;5;117;San Martino In Rio;S;516741371;S;N;NULL
RE341516;341516;S. MARTINO IN RIO;NULL;641756,925;955426,748;2;117;San Martino In Rio;S;542641756;S;N;NULL
RE341517;341517;FAZZANO;NULL;639882,922;956500,78;1;186;Correggio;S;650039882;S;N;NULL
RE343002;343002;MANCASALE - CHIESA;NULL;630575,468;953549,448;3;NULL;NULL;S;354930575;S;N;NULL
RE343003;343003;MANCASALE - ZONA INDUSTRIALE;NULL;630900,562;954422,562;2;NULL;NULL;S;442230900;S;N;NULL
RE343004;343004;PRATOFONTANA - INC. VIA DEL BORGHETTO;NULL;631665,513;955976,02;2;NULL;NULL;S;597631665;S;N;NULL
RE343005;343005;BAGNOLO IN PIANO - VIA FERMI;NULL;632515,827;957388,916;2;NULL;NULL;S;738832515;S;N;NULL
RE343006;343006;BAGNOLO IN PIANO - BOCCIODROMO;NULL;632240,438;957684,625;5;NULL;NULL;S;768432240;S;N;NULL
RE343007;343007;BAGNOLO IN PIANO;NULL;632679,686;957979,747;2;NULL;NULL;S;797932679;S;N;NULL
RE343008;343008;BAGNOLO IN PIANO - VIA D. STURZO;NULL;632806,951;958704,471;2;NULL;NULL;S;870432806;S;N;NULL
RE343009;343009;BAGNOLO IN PIANO - QUARTIERE SOAVE;NULL;632798;959021,25;2;NULL;NULL;S;902132798;S;N;NULL
RE343010;343010;BAGNOLO IN PIANO - INC. VIA RONCHI BEVIERA;NULL;633818,25;958828,5;5;NULL;NULL;S;882833818;S;N;NULL
RE343011;343011;BAGNOLO IN PIANO - VIA BEVIERA;NULL;634339,938;959241,625;2;NULL;NULL;S;924134339;S;N;NULL
RE343012;343012;S. MICHELE DELLA FOSSA - INC. VIA RONCHI;NULL;634972,562;959906,812;2;186;Correggio;S;990634972;S;N;NULL
RE343013;343013;S. MICHELE DELLA FOSSA;NULL;635632,875;960370,062;2;186;Correggio;S;37035632;S;N;NULL
RE343014;343014;S. MICHELE DELLA FOSSA - INC. VIA BONACINA;NULL;636031,125;960150,562;2;186;Correggio;S;15036031;S;N;NULL
RE343015;343015;S. MICHELE DELLA FOSSA - INC. VIA FORCA;NULL;636358,652;959910,895;2;186;Correggio;S;991036358;S;N;NULL
RE343016;343016;FOSDONDO;NULL;637139,062;959537,938;2;186;Correggio;S;953737139;S;N;NULL
RE343017;343017;FOSDONDO - INC. VIA FORNACELLE;NULL;637673,312;959583,375;2;186;Correggio;S;958337673;S;N;NULL
RE343018;343018;FOSDONDO - FORNACE;NULL;638274,235;959578,818;2;186;Correggio;S;957838274;S;N;NULL
RE343019;343019;CORREGGIO - S. CATERINA;NULL;638944,625;959663,188;2;186;Correggio;S;966338944;S;N;NULL
RE343020;343020;CORREGGIO - INC. VIA MACERO;NULL;639667,062;959578,312;2;186;Correggio;S;957839667;S;N;NULL
RE343021;343021;CANOLO - COLOMBAROLA;NULL;637159,438;961317,375;2;186;Correggio;S;131737159;S;N;NULL
RE343022;343022;CANOLO;NULL;638413,117;961986,811;2;186;Correggio;S;198638413;S;N;NULL
RE343023;343023;CANOLO - INC. VIA COGNENTO;NULL;639023,779;963050,348;5;186;Correggio;S;305039023;S;N;NULL
RE343024;343024;CANOLO - INC. COGNENTO;NULL;639224,688;964137,188;2;186;Correggio;S;413739224;S;N;NULL
RE343025;343025;CAMPAGNOLA - CASEIFICIO CONTI;NULL;639124,188;965667,75;2;NULL;NULL;S;566739124;S;N;NULL
RE343026;343026;CAMPAGNOLA;NULL;639054,562;966722,875;5;NULL;NULL;S;672239054;S;N;NULL
RE343027;343027;NOVELLARA - VIA PROVINCIALE NORD;NULL;637343,075;967776,409;5;NULL;NULL;S;777637343;S;N;NULL
RE343028;343028;PRATOFONTANA - INC. VIA FERRARI;NULL;631763,5;956765,438;2;NULL;NULL;S;676531763;S;N;NULL
RE343029;343029;INC. VIA RUINI;NULL;630325,635;952922,09;3;NULL;NULL;S;292230325;S;N;NULL
RE343030;343030;S. BIAGIO - LATTERIA;NULL;641647,983;956874,557;NULL;186;Correggio;S;687441647;S;N;NULL
RE343031;343031;INC. VIA SPANI;NULL;629793,375;951557,125;4;NULL;NULL;S;155729793;S;N;NULL
RE343033;343033;MANCASALE - STAZIONE AV;NULL;631065,785;953935,953;4;NULL;NULL;S;393531065;S;N;NULL
RE343034;343034;CANOLO - CHIESA;NULL;638521,463;961860,35;1;186;Correggio;S;186038521;S;N;NULL
RE343101;343101;CORREGGIO - INC. MANDRIOLO;NULL;640759,849;960707,522;2;186;Correggio;S;70740759;S;N;NULL
RE343102;343102;MANDRIOLO - INC. VIA DEI LUPI;NULL;640653,571;961748,095;2;186;Correggio;S;174840653;S;N;NULL
RE343103;343103;S. LODOVICO - INC. VIA DELLE MONACHE;NULL;640916,633;962672,772;5;NULL;NULL;S;267240916;S;N;NULL
RE343104;343104;S. LODOVICO;NULL;641098,65;963085,397;2;NULL;NULL;S;308541098;S;N;NULL
RE343105;343105;RIO SALICETO;NULL;642479,157;963767,736;5;NULL;NULL;S;376742479;S;N;NULL
RE343106;343106;RIO SALICETO - INC. VIA VETTIGNANO;NULL;641985,798;964200,772;2;NULL;NULL;S;420041985;S;N;NULL
RE343108;343108;RIO SALICETO - MADONNA 7 PIOPPI;NULL;641014,246;965414,322;5;NULL;NULL;S;541441014;S;N;NULL
RE343109;343109;PONTE VETTIGANO;NULL;640589,057;966167,12;2;NULL;NULL;S;616740589;S;N;NULL
RE343111;343111;CAMPAGNOLA - INC. VIA MARZABOTTO;NULL;639669,5;967321,625;2;NULL;NULL;S;732139669;S;N;NULL
RE343112;343112;CAMPAGNOLA - CASE ROSTA;NULL;640382,417;967720,939;2;NULL;NULL;S;772040382;S;N;NULL
RE343113;343113;CAMPAGNOLA - INC. VIA NOVA;NULL;641621,812;968801,688;2;NULL;NULL;S;880141621;S;N;NULL
RE343114;343114;FABBRICO - MURAZZO;NULL;642520,938;970224,375;2;NULL;NULL;S;22442520;S;N;NULL
RE343115;343115;FABBRICO;NULL;643443,234;970431,554;5;NULL;NULL;S;43143443;S;N;NULL
RE343116;343116;FABBRICO - INC. VIA ROCCA FALCONA;NULL;643800,875;970781,25;2;NULL;NULL;S;78143800;S;N;NULL
RE343117;343117;FABBRICO - FORTINELLA;NULL;645431,93;970928,806;5;NULL;NULL;S;92845431;S;N;NULL
RE343118;343118;ROLO - CAMPOGRANDE;NULL;646362,688;971335,312;2;235;Rolo;S;133546362;S;N;NULL
RE343119;343119;ROLO - INC. VIA FALCONE;NULL;646464,75;971860,688;2;235;Rolo;S;186046464;S;N;NULL
RE343120;343120;ROLO;NULL;646780,375;972366,125;2;235;Rolo;S;236646780;S;N;NULL
RE343121;343121;ROLO - STAZIONE FS;NULL;647457,851;972111,698;5;235;Rolo;S;211147457;S;N;NULL
RE343122;343122;S. LODOVICO - VIA AFFAROSA;NULL;641247,625;963889,062;2;NULL;NULL;S;388941247;S;N;NULL
RE343502;343502;MANCASALE - CHIESA;NULL;630540,253;953490,823;3;NULL;NULL;S;349030540;S;N;NULL
RE343503;343503;MANCASALE - ZONA INDUSTRIALE;NULL;630876,5;954384,375;2;NULL;NULL;S;438430876;S;N;NULL
RE343504;343504;PRATOFONTANA - INC. VIA DEL BORGHETTO;NULL;631661,312;955991,875;2;NULL;NULL;S;599131661;S;N;NULL
RE343505;343505;BAGNOLO IN PIANO - VIA FERMI;NULL;632471,462;957369,902;5;NULL;NULL;S;736932471;S;N;NULL
RE343506;343506;BAGNOLO IN PIANO - BOCCIODROMO;NULL;632281,704;957749,47;2;NULL;NULL;S;774932281;S;N;NULL
RE343507;343507;BAGNOLO IN PIANO;NULL;632645,761;958045,595;6;NULL;NULL;S;804532645;S;N;NULL
RE343508;343508;BAGNOLO IN PIANO - VIA D. STURZO;NULL;632809,387;958805,349;5;NULL;NULL;S;880532809;S;N;NULL
RE343510;343510;BAGNOLO IN PIANO - INC. VIA RONCHI BEVIERA;NULL;633841,632;958861,079;2;NULL;NULL;S;886133841;S;N;NULL
RE343511;343511;BAGNOLO IN PIANO - VIA BEVIERA;NULL;634328,854;959248,714;2;NULL;NULL;S;924834328;S;N;NULL
RE343512;343512;S. MICHELE DELLA FOSSA - INC. VIA RONCHI;NULL;634939,864;959893,052;2;186;Correggio;S;989334939;S;N;NULL
RE343513;343513;S. MICHELE DELLA FOSSA;NULL;635648,477;960408,046;2;NULL;NULL;S;40835648;S;N;NULL
RE343514;343514;S. MICHELE DELLA FOSSA - INC. VIA BONACINA;NULL;636056,25;960138,812;2;186;Correggio;S;13836056;S;N;NULL
RE343515;343515;S. MICHELE DELLA FOSSA - INC. VIA FORCA;NULL;636363,17;959923,439;2;186;Correggio;S;992336363;S;N;NULL
RE343516;343516;FOSDONDO;NULL;637126,659;959564,155;2;186;Correggio;S;956437126;S;N;NULL
RE343517;343517;FOSDONDO - INC. VIA FORNACELLE;NULL;637645,371;959603,417;2;186;Correggio;S;960337645;S;N;NULL
RE343518;343518;FOSDONDO - FORNACE;NULL;638313,118;959594,688;2;186;Correggio;S;959438313;S;N;NULL
RE343519;343519;CORREGGIO - S. CATERINA;NULL;638913,022;959681,631;2;186;Correggio;S;968138913;S;N;NULL
RE343520;343520;CORREGGIO - INC. VIA MACERO;NULL;639612,509;959627,672;2;186;Correggio;S;962739612;S;N;NULL
RE343521;343521;CANOLO - COLOMBAROLA;NULL;637129,279;961333,19;2;NULL;NULL;S;133337129;S;N;NULL
RE343522;343522;CANOLO;NULL;638400,75;961980,062;5;186;Correggio;S;198038400;S;N;NULL
RE343523;343523;CANOLO - INC. VIA COGNENTO;NULL;639010,505;963057,419;2;186;Correggio;S;305739010;S;N;NULL
RE343524;343524;CANOLO - INC. COGNENTO;NULL;639219,375;964217,75;2;NULL;NULL;S;421739219;S;N;NULL
RE343525;343525;CAMPAGNOLA - CASEIFICIO CONTI;NULL;639129,125;965730,938;2;NULL;NULL;S;573039129;S;N;NULL
RE343527;343527;NOVELLARA - VIA PROVINCIALE NORD;NULL;637340,75;967752,688;5;NULL;NULL;S;775237340;S;N;NULL
RE343528;343528;PRATOFONTANA - INC. VIA FERRARI;NULL;631740,003;956736,656;2;NULL;NULL;S;673631740;S;N;NULL
RE343529;343529;S. BIAGIO - LATTERIA;NULL;641717,75;956751,312;NULL;186;Correggio;S;675141717;S;N;NULL
RE343530;343530;INC. VIA RUINI;NULL;630300,051;952897,953;3;NULL;NULL;S;289730300;S;N;NULL
RE343534;343534;CANOLO - CHIESA;NULL;638482,837;961911,132;1;186;Correggio;S;191138482;S;N;NULL
RE343535;343535;BAGNOLO IN PIANO - SCUOLE ELEMENTARI;NULL;632512,308;958300,802;1;NULL;NULL;N;830032512;S;N;NULL
RE343601;343601;CORREGGIO - INC. MANDRIOLO;NULL;640738,478;960681,537;2;186;Correggio;S;68140738;S;N;NULL
RE343602;343602;MANDRIOLO - INC. VIA DEI LUPI;NULL;640632,125;961753,625;5;186;Correggio;S;175340632;S;N;NULL
RE343603;343603;S. LODOVICO - INC. VIA DELLE MONACHE;NULL;640906,317;962681,501;2;NULL;NULL;S;268140906;S;N;NULL
RE343604;343604;S. LODOVICO;NULL;641046,304;963042,568;2;NULL;NULL;S;304241046;S;N;NULL
RE343606;343606;RIO SALICETO - INC. VIA VETTIGNANO;NULL;641964,312;964187,25;5;NULL;NULL;S;418741964;S;N;NULL
RE343608;343608;RIO SALICETO - MADONNA 7 PIOPPI;NULL;640995,211;965390,529;2;NULL;NULL;S;539040995;S;N;NULL
RE343609;343609;PONTE VETTIGANO;NULL;640616,406;966116,727;2;NULL;NULL;S;611640616;S;N;NULL
RE343610;343610;CAMPAGNOLA - SANTA GIULIA;NULL;639967,75;966358,438;NULL;NULL;NULL;S;635839967;S;N;NULL
RE343611;343611;CAMPAGNOLA - INC. VIA MARZABOTTO;NULL;639676,875;967328,812;2;NULL;NULL;S;732839676;S;N;NULL
RE343612;343612;CAMPAGNOLA - CASE ROSTA;NULL;640395,875;967750,938;2;NULL;NULL;S;775040395;S;N;NULL
RE343613;343613;CAMPAGNOLA - INC. VIA NOVA;NULL;641617,562;968811,562;2;NULL;NULL;S;881141617;S;N;NULL
RE343614;343614;FABBRICO - MURAZZO;NULL;642542,111;970236,367;2;NULL;NULL;S;23642542;S;N;NULL
RE343616;343616;FABBRICO - INC. VIA ROCCA FALCONA;NULL;643799,855;970803,966;5;NULL;NULL;S;80343799;S;N;NULL
RE343617;343617;FABBRICO - FORTINELLA;NULL;645350,504;970936,318;2;NULL;NULL;S;93645350;S;N;NULL
RE343618;343618;ROLO - CAMPOGRANDE;NULL;646355,062;971331,312;2;235;Rolo;S;133146355;S;N;NULL
RE343619;343619;ROLO - INC. VIA FALCONE;NULL;646453,5;971804,312;2;235;Rolo;S;180446453;S;N;NULL
RE343621;343621;S. LODOVICO - VIA AFFAROSA;NULL;641227,996;963894,529;5;NULL;NULL;S;389441227;S;N;NULL
RE343622;343622;FABBRICO;NULL;643430,211;970433,004;5;NULL;NULL;S;43343430;S;N;NULL
RE344002;344002;PORTA CASTELLO;NULL;629189,5;950259,938;3;NULL;NULL;S;25929189;S;N;NULL
RE344003;344003;OSPEDALE SPALLANZANI;NULL;628885,25;949569,562;3;NULL;NULL;S;956928885;S;N;NULL
RE344004;344004;RIONE CLN;NULL;628527,364;949068,625;3;NULL;NULL;S;906828527;S;N;NULL
RE344005;344005;VIA MARTIRI DELLA BETTOLA 51;NULL;627987,325;948285,21;3;NULL;NULL;S;828527987;S;N;NULL
RE344006;344006;BARAGALLA;NULL;627398,184;947855,7;3;NULL;NULL;S;785527398;S;N;NULL
RE344007;344007;RIVALTA - IL CASALE;NULL;626594,55;947267,424;3;NULL;NULL;S;726726594;S;N;NULL
RE344008;344008;RIVALTA - LOCANDA;NULL;626119,312;946795,188;3;NULL;NULL;S;679526119;S;N;NULL
RE344009;344009;RIVALTA;NULL;626058,875;946359,688;3;NULL;NULL;S;635926058;S;N;NULL
RE344012;344012;S. FELICE;NULL;625199,812;944167,25;5;NULL;NULL;S;416725199;S;N;NULL
RE344013;344013;PUIANELLO - LE FORCHE;NULL;624861,008;943610,474;2;NULL;NULL;S;361024861;S;N;NULL
RE344014;344014;PUIANELLO;NULL;624090,026;942690,045;6;NULL;NULL;S;269024090;S;N;NULL
RE344015;344015;PUIANELLO - BOTTEGHE;NULL;623874,471;942270,671;2;NULL;NULL;S;227023874;S;N;NULL
RE344017;344017;VEZZANO - CAMPOLA SS 63;NULL;623007,12;940632,803;2;NULL;NULL;S;63223007;S;N;NULL
RE344018;344018;VEZZANO - VIA ROMA NORD;NULL;622945,257;940410,729;2;NULL;NULL;S;41022945;S;N;NULL
RE344019;344019;VEZZANO;NULL;622795,357;940013,376;2;NULL;NULL;S;1322795;S;N;NULL
RE344020;344020;VEZZANO - VIA ROMA SUD;NULL;622377,524;939382,4;2;NULL;NULL;S;938222377;S;N;NULL
RE344021;344021;VEZZANO - CAVA DEL GESSO;NULL;622221,534;939106,996;2;NULL;NULL;S;910622221;S;N;NULL
RE344022;344022;VEZZANO - PINETINA;NULL;621993,115;938654,917;2;NULL;NULL;S;865421993;S;N;NULL
RE344023;344023;CASOLETTA;NULL;621392,125;937376,012;5;NULL;NULL;S;737621392;S;N;NULL
RE344024;344024;LE STRETTE;NULL;621372,683;936718,184;2;NULL;NULL;S;671821372;S;N;NULL
RE344025;344025;LA VECCHIA - VIA CADUTI DELLA BETTOLA 1;NULL;621408,812;936440,688;2;NULL;NULL;S;644021408;S;N;NULL
RE344026;344026;LA VECCHIA - UFFICIO POSTALE;NULL;621481,393;935928,409;2;NULL;NULL;S;592821481;S;N;NULL
RE344027;344027;LA VECCHIA - BUSSOLA;NULL;621468,3;935492,766;2;NULL;NULL;S;549221468;S;N;NULL
RE344028;344028;LA VECCHIA - VIA CADUTI DELLA BETTOLA 10;NULL;621581,377;934843,667;2;NULL;NULL;S;484321581;S;N;NULL
RE344029;344029;BETTOLA;NULL;621663,375;934421,188;2;NULL;NULL;S;442121663;S;N;NULL
RE344030;344030;RIO TORBIDO - INC. PAULLO;NULL;621055,961;933501,506;5;NULL;NULL;S;350121055;S;N;NULL
RE344031;344031;RIO TORBIDO;NULL;620907,875;933299,5;2;NULL;NULL;S;329920907;S;N;NULL
RE344033;344033;IL BOCCO - INC. VIA MONTEDURO;NULL;620857,062;932800,5;2;NULL;NULL;S;280020857;S;N;NULL
RE344034;344034;IL BOCCO;NULL;620595,5;932358,125;6;NULL;NULL;S;235820595;S;N;NULL
RE344035;344035;CANALA;NULL;620221,867;931583,162;2;NULL;NULL;S;158320221;S;N;NULL
RE344036;344036;CANALA - CASA CANTONIERA;NULL;620032,735;931418,467;2;NULL;NULL;S;141820032;S;N;NULL
RE344037;344037;CANALA - RISERVA DEL RE;NULL;619806,495;930673,33;5;NULL;NULL;S;67319806;S;N;NULL
RE344038;344038;CASINA;NULL;619250,294;929874,814;6;NULL;NULL;S;987419250;S;N;NULL
RE344039;344039;CASINA - PEEP;NULL;619001,241;929975,598;5;NULL;NULL;S;997519001;S;N;NULL
RE344040;344040;CASINA - VIA ALDO MORO;NULL;619023,688;929804,625;2;NULL;NULL;S;980419023;S;N;NULL
RE344041;344041;CASINA - INC. VIA MATTEOTTI;NULL;619200,688;929630,875;2;NULL;NULL;S;963019200;S;N;NULL
RE344042;344042;BRANCIGLIA;NULL;619183,125;927842,438;2;NULL;NULL;S;784219183;S;N;NULL
RE344043;344043;CA' GIROLDI;NULL;619494;927442,438;2;NULL;NULL;S;744219494;S;N;NULL
RE344044;344044;MAROLA - INC. SEMINARIO;NULL;618983,597;926125,612;2;NULL;NULL;S;612518983;S;N;NULL
RE344045;344045;CA' DEL MERLO;NULL;618541,541;925331,662;6;NULL;NULL;S;533118541;S;N;NULL
RE344046;344046;CAMPESTRINO;NULL;618369,188;924872,375;2;NULL;NULL;S;487218369;S;N;NULL
RE344047;344047;BUSANELLA;NULL;617778,334;924430,976;2;NULL;NULL;S;443017778;S;N;NULL
RE344048;344048;FARIOLO;NULL;616649,456;924476,593;2;NULL;NULL;S;447616649;S;N;NULL
RE344049;344049;FELINA - CA' MARTINO;NULL;616542;923906,562;5;NULL;NULL;S;390616542;S;N;NULL
RE344050;344050;FELINA;NULL;616057,428;923246,542;5;NULL;NULL;S;324616057;S;N;NULL
RE344051;344051;FELINA - PONTE CALCINARA;NULL;615248,671;922619,808;5;NULL;NULL;S;261915248;S;N;NULL
RE344052;344052;BOARO;NULL;615090,049;922414,238;2;NULL;NULL;S;241415090;S;N;NULL
RE344053;344053;BERZANA;NULL;614725,831;921576,067;2;NULL;NULL;S;157614725;S;N;NULL
RE344054;344054;CROCE;NULL;613957,659;921590,063;2;NULL;NULL;S;159013957;S;N;NULL
RE344056;344056;CASTELNOVO MONTI - INC. VIA F. D'ITALIA;NULL;612699,351;921003,844;2;NULL;NULL;S;100312699;S;N;NULL
RE344057;344057;CASTELNOVO MONTI - PEEP;NULL;612429,157;921029,237;2;NULL;NULL;S;102912429;S;N;NULL
RE344058;344058;CASTELNOVO MONTI - OSPEDALE;NULL;612060,96;921301,81;2;NULL;NULL;S;130112060;S;N;NULL
RE344059;344059;CASTELNOVO MONTI;NULL;611528,83;921553,75;2;NULL;NULL;S;155311528;S;N;NULL
RE344060;344060;CASTELNOVO MONTI - VIA BAGNOLI 16;NULL;611804,987;921152,653;2;NULL;NULL;S;115211804;S;N;NULL
RE344061;344061;CASTELNOVO MONTI - VIA BAGNOLI 48;NULL;611572,8;921000,773;2;NULL;NULL;S;100011572;S;N;NULL
RE344062;344062;CASTELNOVO MONTI - VIA BAGNOLI 68;NULL;611118,529;920904,182;2;NULL;NULL;S;90411118;S;N;NULL
RE344063;344063;CASTELNOVO MONTI - TAVERNELLE;NULL;610323,459;920519,712;2;NULL;NULL;S;51910323;S;N;NULL
RE344064;344064;CASTELNOVO MONTI - CA' D'ANDREA;NULL;609987,875;920129,75;2;NULL;NULL;S;12909987;S;N;NULL
RE344065;344065;TERMINACCIO;NULL;609566,035;919661,087;2;NULL;NULL;S;966109566;S;N;NULL
RE344066;344066;CASTELNOVO MONTI - INC. REGNOLA;NULL;609013,658;919673,587;2;NULL;NULL;S;967309013;S;N;NULL
RE344067;344067;MONTEDURO;NULL;608523,688;919432,055;2;NULL;NULL;S;943208523;S;N;NULL
RE344068;344068;CASTELNOVO MONTI - INC. CA' DI SCATOLA;NULL;607770,852;919174,488;2;NULL;NULL;S;917407770;S;N;NULL
RE344069;344069;CASTELNOVO MONTI - CASA CAITI;NULL;607583,855;918965,482;2;NULL;NULL;S;896507583;S;N;NULL
RE344070;344070;SPARAVALLE - INC. FRASSINEDOLO;NULL;607120,672;918601,773;2;NULL;NULL;S;860107120;S;N;NULL
RE344071;344071;SPARAVALLE - SS 63;NULL;606204,258;917857,395;2;NULL;NULL;S;785706204;S;N;NULL
RE344072;344072;CERVAREZZA - SPORT HOTEL  ;NULL;605895,73;916881,373;5;NULL;NULL;S;688105895;S;N;NULL
RE344073;344073;CERVAREZZA - TAVERNETTA;NULL;605874,5;916346,438;2;NULL;NULL;S;634605874;S;N;NULL
RE344074;344074;CERVAREZZA;NULL;606287,1;915985,3;2;NULL;NULL;S;598506287;S;N;NULL
RE344075;344075;CERVAREZZA - INC. TALADA;NULL;606090,25;915554,06;2;NULL;NULL;S;555406090;S;N;NULL
RE344076;344076;BUSANA - INC. VIA ISOLELLA;NULL;605818,715;914896,957;2;NULL;NULL;S;489605818;S;N;NULL
RE344077;344077;BUSANA;NULL;605577,092;913906,354;5;NULL;NULL;S;390605577;S;N;NULL
RE344078;344078;BUSANA - SCUOLE MEDIE;NULL;605256,771;913905,627;2;NULL;NULL;S;390505256;S;N;NULL
RE344079;344079;BUSANA - CANTONIERA;NULL;605025,655;914242,235;2;NULL;NULL;S;424205025;S;N;NULL
RE344080;344080;NISMOZZA;NULL;603754,222;913216,722;5;NULL;NULL;S;321603754;S;N;NULL
RE344081;344081;ACQUABONA;NULL;602959,106;912413,633;2;NULL;NULL;S;241302959;S;N;NULL
RE344082;344082;ACQUABONA - INC. VIA BELVEDERE;NULL;602779,75;912169,625;2;NULL;NULL;S;216902779;S;N;NULL
RE344083;344083;COLLAGNA;NULL;601826,332;911434,357;5;NULL;NULL;S;143401826;S;N;NULL
RE344084;344084;COLLAGNA - MUNICIPIO;NULL;601561,692;911341,699;2;NULL;NULL;S;134101561;S;N;NULL
RE344085;344085;COLLAGNA - RIMESSA BUS;NULL;601354,522;911129,279;2;NULL;NULL;S;112901354;S;N;NULL
